task_id,activity,delay_ratio,betweenness,impact_count,critical_probability,predicted_impact,risk_category,resource_area
1020120038,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2012 - FPI,0.001738,0.0,0,0.0,0.0,,Legal
1020120039,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2012 - FPI,0.001372,0.0,0,0.0,0.0,,Legal
1020120039,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2012 - FPI,0.001372,0.0,0,0.0,0.0,,Sales
1020120044,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2012 - FPI,0.001272,0.0,0,0.0,0.0,,Operations
1020120044,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2012 - FPI,0.001272,0.0,0,0.0,0.0,,Finance
1020130001,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000905,0.0,0,0.0,0.0,,Engineering
1020130001,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000905,0.0,0,0.0,0.0,,Sales
1020130001,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000905,0.0,0,0.0,0.0,,Engineering
1020130001,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000905,0.0,0,0.0,0.0,,Operations
1020130001,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000905,0.0,0,0.0,0.0,,Sales
1020130002,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000865,0.0,0,0.0,0.0,,Legal
1020130002,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000865,0.0,0,0.0,0.0,,Finance
1020130002,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000865,0.0,0,0.0,0.0,,Engineering
1020130003,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000731,0.0,0,0.0,0.0,,Operations
1020130003,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000731,0.0,0,0.0,0.0,,Legal
1020130003,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000731,0.0,0,0.0,0.0,,IT
1020130003,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000731,0.0,0,0.0,0.0,,Finance
1020130003,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000731,0.0,0,0.0,0.0,,Finance
1020130004,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.00068,0.0,0,0.0,0.0,,Engineering
1020130004,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.00068,0.0,0,0.0,0.0,,HR
1020130004,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.00068,0.0,0,0.0,0.0,,Operations
1020130004,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.00068,0.0,0,0.0,0.0,,IT
1020130004,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.00068,0.0,0,0.0,0.0,,Engineering
1020130012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000889,0.0,0,0.0,0.0,,Sales
1020130012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000889,0.0,0,0.0,0.0,,Finance
1020130012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000889,0.0,0,0.0,0.0,,Operations
1020130012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000889,0.0,0,0.0,0.0,,Legal
1020130012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000889,0.0,0,0.0,0.0,,Sales
1020130013,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000636,0.0,0,0.0,0.0,,HR
1020130013,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000636,0.0,0,0.0,0.0,,Finance
1020130013,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000636,0.0,0,0.0,0.0,,Operations
1020130013,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000636,0.0,0,0.0,0.0,,Engineering
1020130014,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000747,0.0,0,0.0,0.0,,HR
1020130014,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000747,0.0,0,0.0,0.0,,Customer Support
1020130014,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000747,0.0,0,0.0,0.0,,Finance
1020130015,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000536,0.0,0,0.0,0.0,,Marketing
1020130015,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000536,0.0,0,0.0,0.0,,Finance
1020130015,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000536,0.0,0,0.0,0.0,,Marketing
1020130006,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000645,0.0,0,0.0,0.0,,Engineering
1020130006,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000645,0.0,0,0.0,0.0,,Finance
1020130006,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000645,0.0,0,0.0,0.0,,Engineering
1020130006,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000645,0.0,0,0.0,0.0,,Marketing
1020130006,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000645,0.0,0,0.0,0.0,,Legal
1020130007,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000897,0.0,0,0.0,0.0,,Operations
1020130007,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000897,0.0,0,0.0,0.0,,Legal
1020130007,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000897,0.0,0,0.0,0.0,,Legal
1020130007,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000897,0.0,0,0.0,0.0,,Legal
1020130007,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000897,0.0,0,0.0,0.0,,Operations
1020130008,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.001017,0.0,0,0.0,0.0,,Legal
1020130008,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.001017,0.0,0,0.0,0.0,,Marketing
1020130008,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.001017,0.0,0,0.0,0.0,,Sales
1020130009,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000667,0.0,0,0.0,0.0,,Marketing
1020130009,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000667,0.0,0,0.0,0.0,,Marketing
1020130009,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000667,0.0,0,0.0,0.0,,Finance
1020130010,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000649,0.0,0,0.0,0.0,,Customer Support
1020130010,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000649,0.0,0,0.0,0.0,,Finance
1020130010,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000649,0.0,0,0.0,0.0,,Legal
1020130010,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000649,0.0,0,0.0,0.0,,Engineering
1020130024,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.001072,0.0,0,0.0,0.0,,Operations
1020130024,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.001072,0.0,0,0.0,0.0,,Sales
1020130024,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.001072,0.0,0,0.0,0.0,,Customer Support
1020130025,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000539,0.0,0,0.0,0.0,,IT
1020130025,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000539,0.0,0,0.0,0.0,,Sales
1020130025,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000539,0.0,0,0.0,0.0,,Marketing
1020130025,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000539,0.0,0,0.0,0.0,,Operations
1020130026,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000753,0.0,0,0.0,0.0,,HR
1020130026,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000753,0.0,0,0.0,0.0,,Operations
1020130026,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000753,0.0,0,0.0,0.0,,Engineering
1020130026,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2013 - RO,0.000753,0.0,0,0.0,0.0,,Operations
1020140001,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Marketing
1020140001,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,IT
1020140002,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Finance
1020140002,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Operations
1020140003,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,Legal
1020140003,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,Legal
1020140003,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,Finance
1020140003,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,Legal
1020140004,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Legal
1020140004,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Marketing
1020140005,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Sales
1020140005,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Customer Support
1020140006,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,IT
1020140006,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,Customer Support
1020140006,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,Marketing
1020140006,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000853,0.0,0,0.0,0.0,,Marketing
1020140007,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Sales
1020140007,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Operations
1020140008,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Engineering
1020140008,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Sales
1020140008,SAN MARTIN - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000895,0.0,0,0.0,0.0,,Marketing
1020140012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,IT
1020140012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Sales
1020140012,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,HR
1020140014,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Marketing
1020140014,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Operations
1020140014,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Engineering
1020140015,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Legal
1020140015,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Sales
1020140016,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Finance
1020140016,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Customer Support
1020140016,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Customer Support
1020140017,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Finance
1020140017,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Operations
1020140018,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Finance
1020140018,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Marketing
1020140018,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Marketing
1020140019,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Legal
1020140019,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Marketing
1020140020,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Operations
1020140020,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Sales
1020140020,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Operations
1020140021,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Marketing
1020140021,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Finance
1020140021,HUANUCO - Mi Chacra Emprend. (Haku Wiñay) 2014 - RO - Amplia,0.000961,0.0,0,0.0,0.0,,Marketing
1020150001,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Operations
1020150001,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Finance
1020150002,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Sales
1020150002,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Finance
1020150003,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Engineering
1020150003,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,HR
1020150004,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Customer Support
1020150004,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Finance
1020150005,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Engineering
1020150005,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Engineering
1020150005,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Operations
1020150006,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Operations
1020150006,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,IT
1020150007,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Customer Support
1020150007,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Sales
1020150008,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Customer Support
1020150008,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,IT
1020150013,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Operations
1020150013,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,HR
1020150014,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Marketing
1020150014,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Legal
1020150014,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Legal
1020150015,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Operations
1020150015,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Finance
1020150015,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Operations
1020150016,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Engineering
1020150016,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000894,0.0,0,0.0,0.0,,Customer Support
1020150009,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Marketing
1020150009,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Operations
1020150009,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Operations
1020150010,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,IT
1020150010,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Sales
1020150010,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Marketing
1020150011,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Engineering
1020150011,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Legal
1020150011,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Finance
1020150012,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Operations
1020150012,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Engineering
1020150012,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales 20,0.000884,0.0,0,0.0,0.0,,Engineering
1020150245,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Engineering
1020150245,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Sales
1020150245,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Marketing
1020150245,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Engineering
1020150245,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Finance
1020150246,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Engineering
1020150246,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Customer Support
1020150246,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Sales
1020150247,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,HR
1020150247,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Marketing
1020150247,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Marketing
1020150247,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,HR
1020150247,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000696,0.0,0,0.0,0.0,,Sales
1020150248,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000701,0.0,0,0.0,0.0,,Finance
1020150248,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000701,0.0,0,0.0,0.0,,IT
1020150248,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000701,0.0,0,0.0,0.0,,Legal
1020150248,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000701,0.0,0,0.0,0.0,,Engineering
1020150248,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000701,0.0,0,0.0,0.0,,Engineering
1020150240,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Operations
1020150240,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Finance
1020150240,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Sales
1020150240,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Sales
1020150240,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Finance
1020150241,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Marketing
1020150241,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Operations
1020150241,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Sales
1020150241,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000598,0.0,0,0.0,0.0,,Marketing
1020150242,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000604,0.0,0,0.0,0.0,,Operations
1020150242,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000604,0.0,0,0.0,0.0,,IT
1020150242,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000604,0.0,0,0.0,0.0,,Sales
1020150242,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000604,0.0,0,0.0,0.0,,Operations
1020150242,HUANUCO - PP Acceso de Hogares Rurales a Mercados Locales -A,0.000604,0.0,0,0.0,0.0,,HR
